mlsfc,mcate_cd,Sex,Age,Month,time,day,fav_plc,click
식당,80812,M,26,1,5,토,기타문화공간,0
식당,80202,F,33,6,24,목,쇼핑,0
식당,80202,F,36,2,17,일,쇼핑,0
식당,80202,M,51,8,24,화,쇼핑,1
식당,80202,F,56,12,21,토,기타문화공간,0
식당,80202,M,24,4,2,수,기타문화공간,1
식당,80202,M,26,10,16,일,문화시설,0
식당,80202,F,25,4,13,수,레포츠,1
식당,80202,F,53,6,14,수,문화시설,1
식당,80202,M,37,8,1,일,기타문화공간,1
식당,80202,M,31,11,24,월,레포츠,1
식당,80202,M,51,2,12,화,레포츠,1
식당,81020,F,35,10,21,수,기타문화공간,0
식당,81020,F,35,12,15,목,기타문화공간,1
식당,80701,M,59,9,21,토,레포츠,0
식당,80701,F,21,9,3,월,기타문화공간,0
식당,80703,M,55,11,10,수,레포츠,1
식당,80704,F,20,5,2,금,관광지,1
식당,80602,M,26,4,5,목,기타문화공간,1
식당,80602,M,22,5,9,토,문화시설,1
식당,80902,F,36,2,10,토,기타문화공간,1
식당,80903,M,14,8,13,월,레포츠,1
식당,80802,M,36,11,24,수,쇼핑,0
식당,80802,M,39,12,15,수,기타문화공간,0
식당,80802,M,19,8,11,토,레포츠,1
식당,80802,M,43,12,14,월,관광지,1
식당,80812,M,33,9,11,토,문화시설,1
식당,80812,M,24,1,21,토,레포츠,1
식당,80802,M,15,9,1,화,관광지,1
식당,80802,F,36,9,19,목,쇼핑,1
식당,80802,M,59,7,9,수,관광지,1
식당,80802,F,32,4,12,화,관광지,1
식당,80802,M,32,9,11,화,쇼핑,1
식당,80802,F,42,3,24,화,문화시설,1
식당,80802,F,25,2,11,토,문화시설,1
식당,80802,M,17,2,17,목,쇼핑,0
식당,80802,M,41,5,9,일,문화시설,0
식당,80802,M,36,7,6,토,문화시설,0
식당,80802,F,43,12,17,화,관광지,1
식당,81020,F,40,12,11,목,관광지,1
식당,80704,M,33,10,11,화,기타문화공간,0
식당,80717,F,48,3,17,목,관광지,0
식당,81020,M,43,5,11,일,기타문화공간,1
식당,81020,F,19,1,11,금,기타문화공간,1
식당,80802,M,39,2,7,일,문화시설,0
식당,80711,M,49,7,21,월,쇼핑,1
식당,80704,F,31,12,6,수,기타문화공간,1
식당,80202,F,24,1,4,목,레포츠,0
식당,80802,F,19,3,4,일,문화시설,0
식당,80202,F,46,10,7,수,문화시설,0
식당,80704,M,50,1,18,목,식당,1
식당,81020,M,46,11,5,수,관광지,1
식당,80802,F,43,12,20,금,기타문화공간,1
식당,80202,M,46,11,19,일,관광지,1
식당,80202,M,47,11,21,토,식당,1
식당,80202,F,35,1,15,월,레포츠,1
식당,80202,F,57,7,6,수,쇼핑,1
식당,81020,M,24,5,23,화,기타문화공간,1
식당,81020,F,49,10,24,금,레포츠,1
식당,80901,M,34,4,9,일,쇼핑,0
식당,80202,M,26,2,11,토,식당,1
식당,80901,M,51,9,11,월,기타문화공간,0
식당,80802,M,58,2,15,수,문화시설,1
식당,80202,F,52,1,19,일,관광지,1
식당,80901,M,52,1,9,목,쇼핑,1
식당,81020,M,32,4,4,토,쇼핑,1
식당,81020,F,16,3,22,목,기타문화공간,0
식당,81020,F,27,2,22,화,레포츠,0
식당,80901,M,28,1,5,수,문화시설,0
식당,81020,F,34,3,19,토,문화시설,1
식당,80901,M,38,2,2,일,레포츠,0
식당,80902,M,42,11,5,월,식당,1
식당,81020,M,44,7,19,금,쇼핑,1
식당,81020,M,55,8,17,금,문화시설,0
식당,81020,M,36,5,14,월,문화시설,0
식당,80202,M,36,5,22,목,식당,0
식당,81020,M,50,8,1,토,레포츠,0
식당,81020,M,45,7,10,화,문화시설,1
식당,80802,M,33,1,17,일,레포츠,1
식당,80901,M,51,3,19,일,문화시설,1
식당,80901,M,51,5,23,토,레포츠,1
식당,81020,M,20,7,2,금,관광지,1
식당,81020,F,35,10,21,수,레포츠,0
식당,81020,M,25,1,14,화,문화시설,1
식당,81020,F,22,10,13,토,레포츠,1
식당,80901,M,59,9,13,일,식당,1
식당,80901,F,44,9,17,토,기타문화공간,0
식당,80202,F,49,6,20,월,레포츠,1
식당,81020,M,16,2,4,일,관광지,0
식당,80602,M,16,10,17,목,문화시설,1
식당,81020,M,52,2,12,토,기타문화공간,1
식당,80901,F,27,9,23,토,기타문화공간,0
식당,81020,F,37,8,6,수,문화시설,0
식당,80202,M,42,7,18,화,기타문화공간,1
식당,81020,M,29,7,4,목,식당,1
식당,80202,M,29,4,11,수,레포츠,0
식당,80716,F,35,7,22,월,쇼핑,0
식당,80901,F,32,6,18,월,기타문화공간,1
식당,81020,M,58,10,5,화,문화시설,0
식당,81020,M,45,11,5,목,쇼핑,1
식당,80202,M,48,5,24,수,문화시설,0
식당,80202,F,33,8,12,토,문화시설,1
식당,81020,M,51,7,5,화,문화시설,0
식당,80901,M,37,12,1,토,관광지,0
식당,80202,M,46,7,23,금,기타문화공간,1
식당,80901,F,22,5,4,화,식당,1
식당,81020,M,17,3,14,금,레포츠,1
식당,80901,M,33,10,1,화,문화시설,0
식당,81020,F,18,10,18,금,쇼핑,1
식당,80901,M,29,4,22,금,문화시설,0
식당,81020,M,35,7,18,토,기타문화공간,1
식당,80901,F,21,1,2,토,문화시설,0
식당,81020,F,57,2,12,금,쇼핑,1
식당,80202,F,37,1,6,화,쇼핑,1
식당,80202,F,28,3,10,월,관광지,0
식당,80202,F,50,10,11,수,기타문화공간,0
식당,80901,F,47,10,20,목,문화시설,0
식당,80202,F,53,2,5,월,식당,0
식당,81020,F,58,7,15,일,식당,0
식당,80901,F,29,6,16,토,식당,1
식당,80901,F,19,1,2,일,관광지,1
식당,80202,F,27,12,11,수,레포츠,1
식당,80901,M,59,3,6,월,기타문화공간,1
식당,80202,M,59,6,5,수,문화시설,0
식당,81020,M,58,1,8,목,기타문화공간,0
식당,80901,M,54,9,21,수,기타문화공간,1
식당,80901,M,18,6,16,월,관광지,0
식당,80202,F,47,9,4,토,관광지,0
식당,81020,F,39,8,3,목,레포츠,0
식당,80812,M,51,8,12,화,레포츠,1
식당,80901,M,35,2,16,금,기타문화공간,1
식당,81020,M,33,8,14,월,관광지,0
식당,81020,F,26,4,11,월,관광지,1
식당,80202,F,27,7,14,토,문화시설,0
식당,81020,M,28,11,6,일,쇼핑,1
식당,81020,F,32,7,17,일,관광지,1
식당,80901,M,46,6,6,화,레포츠,0
식당,80901,M,31,9,9,목,기타문화공간,0
식당,80901,M,16,5,16,화,기타문화공간,1
식당,81020,M,45,8,21,목,레포츠,0
식당,81020,M,31,9,12,일,문화시설,1
식당,81020,M,22,9,5,월,문화시설,0
식당,81020,M,16,10,12,월,문화시설,1
식당,81020,M,28,12,18,일,기타문화공간,1
식당,80902,M,36,9,9,목,관광지,1
식당,81020,M,44,2,2,화,식당,0
식당,81020,M,54,2,13,일,식당,1
식당,80202,F,18,1,24,수,식당,1
식당,80903,F,20,5,22,토,식당,1
식당,81020,F,40,1,15,수,기타문화공간,0
식당,81020,F,45,12,17,화,레포츠,0
식당,80901,M,56,7,4,일,기타문화공간,1
식당,81020,F,36,12,10,금,레포츠,0
식당,81020,M,16,8,2,월,쇼핑,1
식당,81020,M,23,2,22,수,기타문화공간,0
식당,80901,F,49,2,5,토,기타문화공간,0
식당,81020,F,47,10,19,화,관광지,0
식당,81020,M,27,8,19,화,문화시설,0
식당,81020,F,24,2,21,월,식당,0
식당,81020,M,28,1,8,수,관광지,0
식당,81020,M,39,10,23,금,쇼핑,0
식당,80202,F,25,4,18,토,식당,0
식당,81020,F,59,4,2,일,기타문화공간,1
식당,81020,M,22,3,9,토,기타문화공간,1
식당,80901,M,27,4,18,금,문화시설,0
식당,81020,F,44,12,24,일,쇼핑,0
식당,80612,M,32,11,1,화,관광지,0
식당,80901,M,35,9,18,목,기타문화공간,1
식당,80612,F,29,4,23,월,식당,1
식당,80903,M,27,5,12,수,레포츠,1
식당,81020,F,42,10,1,토,문화시설,0
식당,81020,F,47,10,19,수,쇼핑,1
식당,81020,M,21,4,16,금,레포츠,1
식당,81020,F,54,9,13,수,문화시설,1
식당,81020,M,57,11,5,금,기타문화공간,1
식당,81020,F,30,12,2,금,레포츠,1
식당,81020,M,50,11,20,금,기타문화공간,1
식당,80202,F,16,10,2,일,관광지,0
식당,81020,F,52,6,9,일,쇼핑,0
식당,81020,F,42,5,8,화,레포츠,0
식당,81020,F,37,6,20,토,기타문화공간,1
식당,81020,F,45,12,24,일,문화시설,1
식당,80901,F,35,10,5,월,문화시설,0
식당,81020,F,27,9,4,금,레포츠,0
식당,81020,M,36,9,19,월,기타문화공간,1
식당,80901,M,19,4,14,금,기타문화공간,0
식당,81020,M,28,12,9,금,기타문화공간,0
식당,80901,F,49,1,12,금,관광지,1
식당,80901,F,54,6,1,수,레포츠,1
식당,80202,M,39,9,24,일,레포츠,0
식당,80612,F,45,8,15,화,식당,0
식당,80901,M,45,11,2,토,기타문화공간,0
식당,81020,F,26,3,7,화,식당,1
식당,81020,F,53,4,4,화,쇼핑,1
식당,81020,F,55,6,7,화,관광지,0
식당,81020,M,56,9,12,토,기타문화공간,1
식당,80901,F,58,12,12,화,쇼핑,1
식당,81020,F,56,6,11,수,기타문화공간,0
식당,80202,M,43,6,14,일,쇼핑,0
식당,80612,F,59,12,14,토,쇼핑,0
식당,80901,M,17,2,6,수,식당,0
식당,81020,F,50,6,6,목,쇼핑,0
식당,80202,M,36,8,2,월,관광지,1
식당,81020,M,39,8,8,화,문화시설,1
식당,80202,F,51,6,16,월,관광지,1
식당,80901,F,25,10,22,월,식당,0
식당,81020,F,15,9,8,일,쇼핑,0
식당,81020,F,29,10,19,토,레포츠,1
식당,80202,M,23,1,20,목,기타문화공간,1
식당,80901,F,20,12,6,일,문화시설,0
식당,81020,M,37,5,17,금,기타문화공간,1
식당,81020,F,38,5,23,금,식당,1
식당,80202,F,23,3,18,일,쇼핑,1
식당,81020,M,24,10,20,화,쇼핑,0
식당,81020,M,44,8,18,일,문화시설,1
식당,81020,M,46,1,24,금,기타문화공간,1
식당,80202,M,22,1,18,목,레포츠,1
식당,81020,M,29,10,14,금,문화시설,1
식당,81020,F,37,10,3,화,관광지,1
식당,80202,F,14,6,18,수,식당,1
식당,81020,M,29,3,7,목,문화시설,1
식당,81020,M,15,12,18,수,레포츠,1
식당,81020,M,19,12,11,일,문화시설,1
식당,81020,M,17,4,10,금,문화시설,0
식당,80901,F,56,5,21,일,관광지,1
식당,80901,F,16,9,1,화,문화시설,0
식당,81020,M,27,1,24,목,문화시설,1
식당,81020,M,56,1,6,일,레포츠,1
식당,81020,F,34,6,5,목,문화시설,0
식당,80901,M,16,6,3,화,관광지,0
식당,81020,M,56,12,11,일,문화시설,0
식당,81020,F,50,11,19,금,기타문화공간,1
식당,80901,F,15,6,9,화,기타문화공간,1
식당,81020,F,17,6,1,토,문화시설,0
식당,80901,M,37,4,13,화,기타문화공간,1
식당,80901,M,40,3,19,월,레포츠,1
식당,81020,M,21,9,1,월,쇼핑,0
식당,81020,F,33,2,18,일,관광지,1
식당,81020,F,36,1,18,토,관광지,1
식당,80901,M,58,3,3,화,쇼핑,1
식당,81020,F,53,1,1,금,기타문화공간,1
식당,81020,M,15,12,13,목,기타문화공간,1
식당,80202,F,55,4,18,월,관광지,1
식당,81020,F,22,5,23,토,레포츠,1
식당,80901,M,45,4,5,일,레포츠,0
식당,80901,M,20,2,17,목,쇼핑,1
식당,80901,M,32,9,22,화,레포츠,1
식당,81020,F,19,9,7,금,식당,0
식당,80901,F,31,7,15,일,레포츠,1
식당,81020,M,44,6,20,수,문화시설,1
식당,81020,F,22,3,18,금,식당,1
식당,81020,F,38,7,13,일,식당,1
식당,81020,F,30,8,19,화,레포츠,1
식당,81020,M,46,1,17,토,관광지,1
식당,81020,F,17,11,24,일,관광지,0
식당,80902,F,33,6,17,월,관광지,0
식당,81020,F,55,5,10,화,쇼핑,1
식당,80901,M,37,6,9,목,식당,1
식당,80612,F,23,5,7,화,식당,0
식당,80901,F,50,2,9,토,식당,1
식당,80901,M,37,7,11,수,관광지,0
식당,80902,F,36,12,9,토,관광지,0
식당,81020,F,36,6,14,금,식당,0
식당,80625,F,56,8,7,목,쇼핑,1
식당,81020,M,58,8,11,금,레포츠,0
식당,81020,M,43,7,3,토,레포츠,0
식당,81020,F,27,10,3,금,쇼핑,0
식당,81020,F,14,4,18,월,식당,1
식당,80901,M,32,7,23,금,레포츠,0
식당,81020,F,57,11,6,수,기타문화공간,1
식당,80901,M,30,8,16,월,기타문화공간,0
식당,80901,F,50,8,23,금,관광지,1
식당,80901,F,34,5,20,금,관광지,1
식당,81020,M,58,6,3,목,식당,1
식당,81020,F,23,11,10,목,문화시설,1
식당,80901,M,28,8,19,금,문화시설,0
식당,80901,M,41,10,23,목,기타문화공간,0
식당,80901,F,59,1,23,월,식당,0
식당,80902,M,57,12,1,일,쇼핑,0
식당,81020,F,59,1,16,화,관광지,1
식당,80612,F,18,4,17,일,문화시설,1
식당,81020,M,49,3,21,목,관광지,1
식당,80902,M,22,6,4,수,문화시설,0
식당,80901,M,33,1,14,일,식당,1
식당,81020,F,46,1,23,금,식당,1
식당,80901,M,33,1,6,토,식당,1
식당,80901,F,27,10,22,토,식당,0
식당,81020,M,21,3,22,토,식당,1
식당,80901,M,39,9,19,수,관광지,1
식당,80901,M,51,6,21,일,관광지,0
식당,81020,M,58,11,19,월,문화시설,0
식당,80901,M,50,3,20,토,기타문화공간,1
식당,81020,M,51,2,24,토,식당,0
식당,81020,F,40,1,10,목,식당,1
식당,80901,F,56,4,10,수,기타문화공간,1
식당,81020,M,17,11,7,일,기타문화공간,1
식당,81020,F,32,8,10,수,문화시설,0
식당,80901,F,46,9,14,토,쇼핑,1
식당,81020,F,22,1,11,목,문화시설,1
식당,81020,F,15,8,12,금,식당,1
식당,80901,F,50,11,2,일,식당,0
식당,80901,M,20,12,13,금,기타문화공간,1
식당,81020,F,31,7,24,일,레포츠,1
식당,81020,M,28,4,7,토,식당,1
식당,80901,M,46,11,22,화,관광지,1
식당,80901,M,49,2,3,수,레포츠,1
식당,80202,F,32,3,10,일,기타문화공간,1
식당,80901,F,20,5,23,수,문화시설,0
식당,81020,M,40,9,22,토,관광지,1
식당,81020,F,20,11,23,목,관광지,1
식당,81020,F,44,6,7,화,식당,1
식당,80901,F,50,3,14,목,문화시설,0
식당,80202,M,53,12,9,금,레포츠,1
식당,80901,F,42,9,24,화,관광지,0
식당,80612,M,58,10,9,월,레포츠,1
식당,81020,M,18,7,9,일,관광지,0
식당,80901,M,31,12,22,화,식당,0
식당,80901,M,56,12,1,목,쇼핑,0
식당,81020,F,42,3,22,화,관광지,1
식당,80901,M,32,9,16,일,식당,0
식당,80901,M,34,6,15,월,식당,1
식당,81020,M,34,10,20,화,레포츠,1
식당,81020,M,19,10,3,목,관광지,0
식당,80901,F,56,7,20,화,식당,0
식당,81020,M,24,8,2,일,쇼핑,0
식당,81020,M,54,1,13,목,레포츠,1
식당,80711,M,33,12,2,월,문화시설,0
식당,80901,F,22,7,10,목,레포츠,0
식당,80901,M,18,7,3,금,식당,1
식당,80901,M,47,5,18,월,레포츠,1
식당,81020,F,17,11,9,금,레포츠,0
식당,81020,M,37,8,13,금,식당,0
식당,81020,F,52,12,17,금,쇼핑,0
식당,80901,F,27,8,14,금,레포츠,1
식당,80901,M,33,8,1,토,기타문화공간,1
식당,80901,M,36,10,24,일,레포츠,1
식당,80202,M,50,7,19,화,쇼핑,0
식당,80901,F,44,6,3,토,기타문화공간,0
식당,80901,M,52,11,16,일,문화시설,1
식당,80202,M,42,6,5,목,관광지,0
식당,80901,M,56,8,12,월,레포츠,0
식당,81020,F,47,10,18,금,레포츠,0
식당,80202,M,58,10,19,월,관광지,0
식당,81020,F,52,12,1,금,기타문화공간,0
식당,80202,M,41,2,18,토,관광지,1
식당,80202,M,53,12,4,화,식당,1
식당,81020,F,53,9,4,화,식당,1
식당,80202,F,47,5,16,토,기타문화공간,1
식당,80202,M,54,11,5,토,식당,1
식당,80202,F,19,12,4,수,식당,0
식당,80202,F,29,9,13,목,쇼핑,1
식당,80202,M,47,7,12,수,식당,0
식당,80202,M,31,3,14,화,관광지,1
식당,80202,F,55,10,23,일,문화시설,1
식당,80202,F,30,4,12,금,쇼핑,1
식당,80202,F,54,9,7,화,기타문화공간,0
식당,80202,F,17,2,9,토,쇼핑,1
식당,80901,F,59,6,20,화,식당,1
식당,80202,M,20,6,3,수,레포츠,1
식당,81020,F,30,4,10,토,기타문화공간,1
식당,80202,M,23,11,24,월,레포츠,1
식당,80202,M,50,3,7,일,문화시설,1
식당,80202,F,28,7,15,일,레포츠,1
식당,80202,F,35,3,11,화,문화시설,1
식당,80202,M,36,9,13,일,쇼핑,0
식당,80901,M,23,2,17,수,식당,1
식당,80202,M,20,4,7,금,쇼핑,1
식당,80711,F,23,4,19,일,관광지,1
식당,80202,M,25,11,24,화,관광지,0
식당,80202,M,57,6,5,월,기타문화공간,1
식당,80202,F,41,5,17,수,문화시설,1
식당,80716,F,36,11,12,일,쇼핑,1
식당,80716,M,59,2,15,일,관광지,0
식당,80716,F,22,8,18,수,레포츠,1
식당,80202,F,41,3,6,월,문화시설,0
식당,80202,F,56,8,18,일,기타문화공간,1
식당,80202,M,48,6,3,월,레포츠,1
식당,80902,F,57,8,10,금,기타문화공간,0
식당,80627,F,15,12,5,일,문화시설,0
식당,80711,M,38,8,12,월,관광지,1
식당,80713,M,32,7,20,화,기타문화공간,1
식당,80716,F,21,12,23,일,문화시설,1
식당,80202,M,23,3,12,월,관광지,1
식당,81020,F,32,7,19,일,관광지,1
식당,80701,F,40,8,10,월,식당,1
식당,80202,F,53,8,15,토,레포츠,0
식당,80202,M,58,4,7,금,문화시설,1
식당,80202,M,21,1,11,금,식당,1
식당,80202,F,43,11,6,목,쇼핑,1
식당,80202,M,42,10,6,화,관광지,0
식당,80602,F,22,8,23,목,식당,0
식당,80202,F,48,9,22,일,쇼핑,1
식당,80705,M,58,2,4,수,레포츠,1
식당,80705,F,59,11,18,금,레포츠,1
식당,80705,F,39,10,18,목,식당,1
식당,80802,M,31,3,13,수,관광지,1
식당,80802,F,18,2,5,토,기타문화공간,0
식당,80802,M,32,3,7,목,식당,1
식당,80802,M,29,10,13,금,관광지,1
식당,80802,M,41,3,24,목,문화시설,0
식당,80802,F,23,8,7,화,쇼핑,1
식당,80802,F,26,2,14,수,관광지,1
식당,80718,M,28,10,22,월,관광지,0
식당,80718,M,34,5,8,목,기타문화공간,1
식당,80202,M,52,6,15,토,관광지,1
식당,80202,F,25,10,9,목,쇼핑,1
식당,80518,M,18,11,20,목,쇼핑,1
식당,80202,M,56,8,12,화,식당,1
식당,80202,M,39,10,9,토,레포츠,1
식당,80202,F,33,9,6,토,관광지,1
식당,80202,M,41,4,20,수,레포츠,1
식당,81020,F,37,4,6,일,관광지,1
식당,80202,M,57,3,1,월,쇼핑,0
식당,80202,F,31,3,7,화,식당,1
식당,80202,M,17,5,2,월,문화시설,0
식당,80719,F,51,9,16,금,식당,1
식당,80719,F,48,5,9,목,쇼핑,0
식당,81020,F,25,10,23,일,관광지,1
식당,80202,F,51,9,12,월,문화시설,1
식당,80202,M,52,4,4,월,쇼핑,0
식당,80202,M,28,1,2,월,문화시설,0
식당,80202,M,19,6,18,목,문화시설,1
식당,80202,F,26,11,5,화,쇼핑,0
식당,80202,M,15,4,13,금,문화시설,1
식당,80202,M,40,4,2,일,레포츠,0
식당,80202,F,28,4,9,금,기타문화공간,0
식당,80202,M,57,6,16,월,식당,1
식당,80202,M,38,11,8,토,식당,1
식당,80202,M,14,12,3,수,식당,1
식당,80719,M,46,7,11,수,관광지,0
식당,80719,F,29,8,23,목,문화시설,0
식당,80719,M,19,3,15,월,식당,1
식당,80716,F,22,6,3,토,쇼핑,0
식당,80602,M,34,11,6,월,기타문화공간,0
식당,80705,M,35,2,5,목,기타문화공간,1
식당,80705,M,24,4,18,수,쇼핑,1
식당,80202,M,39,6,6,월,관광지,0
식당,80202,M,56,4,7,월,쇼핑,1
식당,80202,M,51,8,9,일,기타문화공간,1
식당,80202,M,19,2,18,목,레포츠,1
식당,80202,F,53,8,1,수,관광지,0
식당,80202,F,24,5,11,수,쇼핑,0
식당,80202,M,59,10,10,수,식당,1
식당,80202,M,48,2,20,금,식당,0
식당,80202,F,57,2,21,화,문화시설,0
식당,80202,M,54,2,17,월,쇼핑,0
식당,80202,F,42,11,17,월,쇼핑,0
식당,80202,M,58,2,23,목,레포츠,0
식당,80202,F,20,2,23,화,레포츠,0
식당,80202,M,52,4,3,금,기타문화공간,1
식당,80202,M,52,11,4,목,관광지,0
식당,80202,F,30,8,2,수,관광지,1
식당,80202,M,46,8,17,목,식당,0
식당,80202,F,42,2,12,목,식당,1
식당,80202,M,21,9,22,월,쇼핑,1
식당,80202,F,20,1,14,토,기타문화공간,0
식당,80202,F,37,12,6,토,식당,1
식당,80202,F,17,5,11,수,식당,0
식당,80202,F,46,2,5,월,기타문화공간,1
식당,80715,M,15,8,15,금,식당,1
식당,80715,F,28,4,20,금,문화시설,1
식당,80719,M,18,5,14,금,문화시설,1
식당,80202,M,56,8,11,금,기타문화공간,0
식당,80202,M,30,4,20,목,기타문화공간,0
식당,80802,M,49,4,7,금,식당,0
식당,80711,M,53,9,5,목,관광지,1
식당,80602,F,20,8,7,화,문화시설,1
식당,80904,M,22,12,2,일,기타문화공간,0
식당,80202,M,49,7,1,토,문화시설,0
식당,80202,M,36,9,6,일,쇼핑,0
식당,80202,F,15,1,13,월,문화시설,1
식당,80202,M,41,5,11,화,관광지,0
식당,80202,M,58,12,2,일,레포츠,0
식당,80202,F,48,11,19,금,문화시설,1
식당,80716,F,49,3,24,금,문화시설,1
식당,80716,M,14,12,22,토,레포츠,0
식당,80716,M,41,12,2,목,쇼핑,0
식당,80202,M,39,4,20,월,식당,1
식당,80202,M,25,9,22,수,쇼핑,1
식당,80202,M,53,10,19,수,쇼핑,1
식당,80904,M,45,4,24,토,쇼핑,1
식당,80904,F,52,7,20,일,기타문화공간,0
식당,80719,M,59,5,19,수,문화시설,1
식당,80719,F,53,9,15,일,기타문화공간,0
식당,80719,M,37,8,21,월,문화시설,1
식당,80202,M,22,11,6,금,문화시설,0
식당,80716,F,46,3,22,목,쇼핑,0
식당,80202,M,50,12,17,수,식당,1
식당,80202,F,33,11,13,화,쇼핑,1
식당,80202,M,33,8,22,수,레포츠,1
식당,80202,F,26,11,4,금,쇼핑,1
식당,80802,M,33,8,1,목,관광지,0
식당,80202,F,19,5,10,토,레포츠,0
식당,80720,M,34,9,12,수,레포츠,1
식당,80720,M,44,6,16,화,레포츠,0
식당,80720,M,58,8,12,목,쇼핑,1
식당,80202,M,54,10,12,목,쇼핑,1
식당,80719,M,50,2,5,수,기타문화공간,0
식당,80904,M,35,2,12,일,관광지,1
식당,80705,M,52,11,19,금,식당,1
식당,80202,F,50,6,21,일,식당,0
식당,80202,F,36,3,14,목,쇼핑,0
식당,80202,F,28,2,20,월,쇼핑,0
식당,80202,M,59,9,4,수,레포츠,0
식당,80202,M,37,5,23,금,쇼핑,0
식당,80202,F,51,5,12,금,쇼핑,0
식당,80903,F,28,1,12,월,레포츠,1
식당,81020,F,16,8,22,월,레포츠,0
식당,80902,M,26,3,23,금,식당,1
식당,81020,M,14,1,15,목,관광지,0
식당,80902,F,57,2,23,목,기타문화공간,0
식당,80202,F,54,4,2,수,쇼핑,1
식당,81020,F,22,5,4,토,레포츠,0
식당,80202,F,22,11,1,금,문화시설,0
식당,81020,F,16,4,1,월,쇼핑,1
식당,80202,F,51,2,13,수,쇼핑,1
식당,80901,F,44,10,23,화,관광지,0
식당,80802,F,31,1,10,금,쇼핑,0
식당,80202,F,26,12,12,금,기타문화공간,1
식당,80202,F,28,11,21,수,식당,0
식당,80713,M,56,3,16,목,관광지,1
식당,81020,F,29,1,15,목,식당,1
식당,80202,M,21,11,4,화,기타문화공간,0
식당,80202,F,40,11,5,월,식당,0
식당,80202,F,21,1,3,화,식당,0
식당,80202,M,43,5,16,수,문화시설,0
식당,80202,F,26,3,4,월,문화시설,0
식당,80202,M,47,3,22,화,레포츠,0
식당,80202,F,26,12,19,목,쇼핑,1
식당,80202,F,52,9,16,토,식당,0
식당,80202,M,45,7,10,화,레포츠,1
식당,80202,F,48,5,6,금,식당,1
식당,81020,F,20,7,22,목,기타문화공간,0
식당,80202,F,43,1,8,월,식당,0
식당,81020,F,29,9,11,토,레포츠,1
식당,80202,F,18,3,16,토,레포츠,0
식당,80202,M,56,5,5,토,기타문화공간,0
식당,80202,M,16,4,15,토,식당,0
식당,80202,F,44,1,20,금,기타문화공간,1
식당,80202,M,19,12,7,목,문화시설,1
식당,80202,F,27,5,17,목,레포츠,1
식당,80202,M,17,4,20,목,쇼핑,1
식당,80202,M,55,6,21,목,기타문화공간,0
식당,80202,F,52,8,21,금,레포츠,0
식당,81020,M,17,7,24,토,관광지,0
식당,80202,M,17,8,14,일,관광지,1
식당,80202,F,58,4,10,화,쇼핑,1
식당,80202,F,43,12,16,일,관광지,0
식당,80202,M,22,3,4,화,기타문화공간,1
식당,80202,M,58,3,6,화,식당,0
식당,80202,M,56,11,12,월,식당,1
식당,81020,F,35,5,5,목,문화시설,0
식당,80202,F,54,7,1,금,관광지,0
식당,80202,F,40,12,10,목,쇼핑,1
식당,80202,F,24,3,9,일,기타문화공간,0
식당,81020,F,35,9,9,월,레포츠,0
식당,80202,F,38,9,20,토,문화시설,0
식당,81020,F,32,11,15,화,문화시설,1
식당,80202,M,48,5,7,목,식당,1
식당,80202,M,43,8,3,토,쇼핑,1
식당,80202,F,43,1,8,금,쇼핑,1
식당,80901,M,51,6,24,월,관광지,1
식당,80901,M,26,5,21,목,관광지,0
식당,80202,M,53,3,7,토,레포츠,0
식당,81020,M,36,8,24,화,문화시설,1
식당,80202,M,55,7,1,일,기타문화공간,1
식당,81020,F,19,12,22,월,문화시설,0
식당,80202,F,24,7,24,월,쇼핑,1
식당,80202,M,39,2,17,일,쇼핑,1
식당,80202,F,30,10,9,수,기타문화공간,1
식당,80202,M,42,5,21,토,레포츠,1
식당,80202,M,28,10,13,토,쇼핑,1
식당,80901,F,26,11,7,화,레포츠,0
식당,80202,M,23,8,18,목,문화시설,1
식당,80202,M,35,7,1,월,쇼핑,0
식당,80202,M,25,3,17,일,기타문화공간,1
식당,80202,F,48,1,9,토,식당,0
식당,80202,F,59,11,3,토,식당,1
식당,80202,M,55,10,22,월,식당,0
식당,80202,M,49,6,7,일,관광지,1
식당,81020,F,53,3,13,화,식당,1
식당,81020,F,51,4,1,목,레포츠,0
식당,80202,F,44,2,11,일,쇼핑,1
식당,80202,M,31,1,16,화,문화시설,1
식당,80202,F,55,8,9,토,관광지,1
식당,80202,F,21,2,10,토,식당,1
식당,80202,M,56,5,9,일,기타문화공간,1
식당,80901,F,21,2,7,금,레포츠,0
식당,80901,F,54,10,4,월,관광지,1
식당,80901,F,20,2,9,월,관광지,0
식당,81020,M,19,5,2,토,문화시설,0
식당,80202,F,17,4,16,월,쇼핑,0
식당,80202,F,47,10,6,화,레포츠,1
식당,80202,F,28,8,15,토,레포츠,0
식당,80202,M,49,10,7,금,레포츠,0
식당,80202,F,56,2,8,목,식당,1
식당,80202,M,19,10,11,월,쇼핑,0
식당,80202,F,19,6,24,월,관광지,0
식당,80202,M,44,10,18,수,식당,1
식당,80202,M,26,3,11,화,쇼핑,0
식당,80202,M,36,9,16,목,문화시설,1
식당,80202,F,18,1,2,금,관광지,0
식당,80202,F,53,5,22,일,식당,0
식당,80202,F,32,5,14,금,쇼핑,1
식당,80202,F,59,1,15,목,레포츠,0
식당,80202,M,42,3,5,일,쇼핑,1
식당,80202,M,45,12,13,일,식당,1
